Date,SMB,HML,WML,MF,RF
24/01/94,-0.783838121,-0.413626485,1.301664869,1.549768776,0.089558949
25/01/94,-0.040700781,0.21831331,2.694416989,2.200919355,0.022540222
27/01/94,-0.120848968,0.137929443,2.098626047,1.765906336,0.045085525
28/01/94,2.551922933,-0.293858424,2.25078801,0.793411886,0.022540222
31/01/94,1.89235157,0.226879022,2.486187208,-0.805540317,0.067003605
01/02/94,1.795275879,-1.006056426,2.615876422,-0.381292681,0.022329549
02/02/94,2.07814393,-1.55318709,0.869245499,1.724276188,0.022329549
03/02/94,1.796581433,-0.695547177,0.236678951,1.000237959,0.022329549
04/02/94,1.557442662,1.056216082,-0.272837422,-2.183091018,0.022329549
07/02/94,-4.108301397,-0.411840086,-0.753544689,3.286786384,0.066687651
08/02/94,-0.455376376,0.621951452,0.06471264,-0.467936312,0.022224277
09/02/94,0.820483908,1.154723923,-0.399859062,-3.53605812,0.022224277
10/02/94,-0.868918833,0.084849476,-0.585117087,-0.201151184,0.022224277
11/02/94,3.037479539,0.768451382,0.675465263,1.478480457,0.022224277
14/02/94,2.060857653,-0.577952279,0.682265233,-1.631088325,0.066055381
15/02/94,0.673676388,0.657355747,-0.347554557,-0.940885784,0.022013614
16/02/94,0.330270493,-1.14979397,0.709884219,-1.224682178,0.022013614
17/02/94,-0.829333503,-0.94985051,0.539776757,1.49365881,0.022013614
18/02/94,-0.221341336,-0.33659867,-0.779859906,1.018876303,0.022013614
21/02/94,-2.369033019,-0.028264599,0.883777004,3.372100315,0.066055381
22/02/94,1.113925165,0.04108611,-0.3480194,-0.725532211,0.022013614
23/02/94,-0.40617237,0.373597617,1.07302801,-2.163453609,0.022013614
24/02/94,-1.839291135,0.568851297,-0.852638906,0.9859091,0.022013614
25/02/94,0.649187002,-1.017872168,0.268983541,3.082050361,0.022013614
28/02/94,-0.099198319,-0.709564241,-0.160751116,1.1348994,0.065106829
01/03/94,3.031990763,-1.397857218,-1.017915022,-2.342542622,0.021697568
02/03/94,-2.031246695,-0.952570896,-0.653401907,-3.339290052,0.021697568
03/03/94,0.163127867,1.025235424,0.328899485,-2.346646943,0.021697568
04/03/94,2.658490947,1.431513591,-2.073142098,-2.94621572,0.021697568
07/03/94,-0.353656853,-1.946367066,0.287749066,-1.608934724,0.061939922
08/03/94,-0.943417067,-1.059973353,0.802708769,1.185969491,0.020642379
09/03/94,0.704290442,0.760453373,-0.115453234,0.646360965,0.020642379
11/03/94,1.95289871,-0.780273193,-0.066683155,-1.279806599,0.041289019
15/03/94,-0.667684505,-0.156569441,0.52195271,-0.036817736,0.078789055
16/03/94,-1.235146949,1.20484623,2.457023669,-0.397381535,0.019691447
17/03/94,-1.953560709,1.444291976,-1.20395812,-0.006935879,0.019691447
18/03/94,0.282442616,0.472160189,-0.352334077,0.260822974,0.019691447
21/03/94,-1.307314181,1.239707459,0.591043281,0.278546403,0.056225999
22/03/94,0.471017926,1.336155691,0.553470588,-2.042741721,0.018738488
23/03/94,0.113018864,0.791586447,-0.82097479,-1.426074072,0.018738488
24/03/94,-0.250773442,-0.221995087,-0.319422486,-0.825122665,0.018738488
25/03/94,0.626487586,-0.389714489,-0.021065531,0.034023081,0.018738488
28/03/94,-0.374967505,-1.075555628,0.480946714,0.489271494,0.058133235
29/03/94,-1.262053906,-0.515601904,0.408059325,1.664704932,0.019373991
30/03/94,1.276477872,-0.791582183,0.034049898,0.093185944,0.019373991
31/03/94,1.114943788,-1.18985855,-0.531098303,0.151689919,0.019373991
04/04/94,0.783634398,-1.182121122,1.009732334,1.194886433,0.077836128
05/04/94,0.035886017,-0.867580261,-0.547045671,0.403624644,0.019691447
06/04/94,-0.837548152,-0.001462892,-0.155765232,0.776266136,0.019691447
07/04/94,-0.593840748,0.081286768,-0.859522418,0.565251532,0.019691447
08/04/94,0.446896213,-0.148813955,0.147394293,1.392284215,0.019691447
12/04/94,0.676050931,0.138663162,-3.292515044,0.709583383,0.077518488
13/04/94,0.350763507,-0.930944776,-1.264193926,-0.607004853,0.019373991
15/04/94,0.331113263,0.012081428,-0.440435663,-0.819097319,0.038751736
18/04/94,-0.173510553,0.112024397,0.832051979,-1.05333557,0.057497466
19/04/94,0.442645928,-1.938725683,3.765943819,-0.959681116,0.01916215
21/04/94,0.744391125,0.175579144,0.39040275,-1.479361809,0.038327972
22/04/94,-0.518797487,-0.557383105,-0.397046258,0.33075131,0.01916215
25/04/94,0.60827474,-0.548531403,-0.524914951,-0.006335738,0.057497466
26/04/94,-0.660366941,0.575488299,0.526348769,-0.734468829,0.01916215
27/04/94,-0.528017572,-1.294732496,-0.233201175,-1.296567048,0.01916215
28/04/94,-1.180313331,1.455281145,-0.979922121,-1.586329805,0.01916215
29/04/94,0.779981706,-0.55873534,0.204298285,0.506811838,0.01916215
02/05/94,0.213590495,1.244184264,-0.868241006,-0.094219327,0.057497466
03/05/94,1.369299781,-0.087340809,-0.215761426,-0.867130268,0.01916215
04/05/94,0.300355326,-0.729207036,-0.388245109,-1.642138052,0.01916215
05/05/94,-1.098079951,3.28953945,-0.780871209,-0.209176531,0.01916215
06/05/94,-0.58749073,-1.119302466,-0.654596187,2.492056241,0.01916215
09/05/94,0.509629379,-0.139274326,0.223476197,1.348866542,0.057180166
10/05/94,0.166866324,0.64647265,-1.43749286,0.660173454,0.019056423
11/05/94,0.854556455,-0.291074778,0.182603432,0.339893017,0.019056423
13/05/94,0.023663939,-0.677247171,-1.373477514,0.690605602,0.038116478
16/05/94,0.535644253,-0.212098976,1.173269465,1.469762234,0.05940331
17/05/94,0.766716074,0.571855128,-0.37293814,-0.388967662,0.019797184
18/05/94,1.06171563,-0.713902466,-0.03738624,-0.791186888,0.019797184
19/05/94,-0.181496646,0.3957936,1.261460429,-0.15584734,0.019797184
20/05/94,-0.296136916,0.161073003,-0.687107895,-0.680811813,0.019797184
23/05/94,0.754753522,-0.532752264,-1.005879064,-1.370619311,0.060037618
24/05/94,-0.632782998,0.42191855,-0.799992405,-0.945464341,0.020008536
26/05/94,-0.752364841,0.312878308,-1.776461762,0.681024659,0.040021075
27/05/94,0.094795476,-0.077284766,-2.10641206,1.083495515,0.020008536
30/05/94,-1.222546181,1.692297089,0.427064856,0.963127727,0.061306305
31/05/94,-0.201698268,0.592600682,-1.140092851,-0.001424687,0.02043126
01/06/94,0.711631238,0.463469413,-0.306211463,-0.048514445,0.02043126
02/06/94,-1.753955292,1.089869371,-0.351990519,1.41720198,0.02043126
03/06/94,-1.77943578,0.669590253,-0.74254327,2.207066588,0.02043126
06/06/94,-0.576912075,-0.549988677,-2.267474946,1.597119327,0.061306305
07/06/94,0.045336774,0.223358669,1.159411842,-0.219281209,0.02043126
08/06/94,-0.363395702,-0.338375736,0.48613385,-0.081553029,0.02043126
09/06/94,-1.128294094,-0.821133335,-0.651404366,0.695199282,0.02043126
10/06/94,0.780203533,0.015082247,-0.866000969,1.202554912,0.02043126
13/06/94,-0.127615243,0.094967492,0.201582977,0.134624353,0.063207224
14/06/94,0.600430611,-0.618309084,1.322163378,0.006544885,0.021064637
15/06/94,0.359922493,1.0512402,0.588778365,-0.484502531,0.021064637
16/06/94,-0.298584663,0.336538471,0.946677157,0.559112132,0.021064637
17/06/94,-0.481843698,1.155326854,0.491340691,2.37145613,0.021064637
20/06/94,-0.863840902,1.118771441,0.079607033,0.956449159,0.066687651
22/06/94,-0.931581829,1.789567726,1.084733988,0.09881639,0.044453494
23/06/94,-0.035354886,1.089948934,0.184922387,-0.24447042,0.022224277
24/06/94,-0.366009429,1.103537382,-0.612960014,-0.921572821,0.022224277
27/06/94,0.509183155,0.041911649,-1.772224717,-0.896077471,0.068899073
28/06/94,-0.799142287,0.323122027,-0.212590654,0.389329704,0.022961085
29/06/94,0.997606502,1.057456323,0.380842681,-0.732025595,0.022961085
30/06/94,0.073732938,1.660581026,0.530167244,-0.816103109,0.022961085
01/07/94,-0.927447605,0.713040707,-1.38287186,0.910436731,0.022961085
04/07/94,0.022577814,0.73135733,-0.516312797,0.019015624,0.071422652
05/07/94,0.008314842,0.188553032,-1.157384238,-0.324723077,0.023801885
06/07/94,0.409054119,-0.373976745,0.667669535,0.022201213,0.023801885
07/07/94,1.138187684,-0.887157678,-0.791720476,-0.502023288,0.023801885
08/07/94,0.901580021,0.790310152,-1.389846649,1.047795976,0.023801885
11/07/94,1.013277509,-0.079759539,-2.035307011,0.311734738,0.071422652
12/07/94,-0.18351102,1.280263174,-1.181428974,0.627691924,0.023801885
13/07/94,1.233010431,0.195692793,-0.93675538,0.237388928,0.023801885
14/07/94,0.882683008,0.154578688,-1.915891411,-0.521700172,0.023801885
15/07/94,-0.826931467,-0.342798444,-0.648315387,0.355128512,0.023801885
18/07/94,0.00487412,0.190586041,0.124335795,-0.420515546,0.070161068
19/07/94,-0.327046138,-0.012334185,0.01695617,-0.412187277,0.023381555
20/07/94,-0.222701271,0.50060334,-0.05915385,-0.326363321,0.023381555
21/07/94,1.01707973,-1.378061473,0.249773866,-0.286471044,0.023381555
22/07/94,1.327104858,-0.055456861,-0.136767969,0.786063174,0.023381555
25/07/94,0.803204736,-0.638827147,1.550063527,0.305903494,0.06763591
26/07/94,0.542777656,-0.168501754,-0.306539856,0.208330286,0.022540222
27/07/94,1.08299313,-1.182384582,0.845847911,-0.385603935,0.022540222
28/07/94,0.787412251,0.029481602,-0.069887679,0.293654968,0.022540222
29/07/94,0.246725878,0.284981466,-1.295590043,2.254587134,0.022540222
01/08/94,-1.043759012,0.211980484,-0.101442267,2.14214556,0.068899073
02/08/94,0.383729269,-0.555016537,0.183875986,0.322437113,0.022961085
03/08/94,-0.391148908,-0.132453323,0.171262059,-0.941351052,0.022961085
04/08/94,-0.163795437,-0.273371398,0.193368424,0.506065617,0.022961085
05/08/94,2.000072021,-0.370676506,-0.388891105,0.567543225,0.022961085
08/08/94,0.12836723,-0.004492937,-0.375799885,-0.050681229,0.065106829
09/08/94,-0.091098822,0.586818403,-0.112194988,0.354534366,0.021697568
10/08/94,0.01254136,-0.304791066,-0.633559899,0.338897369,0.021697568
11/08/94,0.671523626,-0.915794558,-1.233492739,0.720084395,0.021697568
12/08/94,0.331787791,0.126437903,0.341546282,2.815160531,0.021697568
16/08/94,0.741984354,-1.011112102,-0.200848647,0.279618774,0.084285176
17/08/94,0.178096127,-0.787617189,-0.820641239,-0.513570492,0.021064637
18/08/94,-0.969955147,1.726644524,-0.136870497,-0.226124991,0.021064637
19/08/94,-0.263067189,0.158189195,0.731340514,-0.905002682,0.021064637
24/08/94,1.5171665,-0.934880769,0.175856131,-0.574417449,0.105367567
25/08/94,-0.203869477,-0.112443482,0.196901933,-0.272592691,0.021064637
29/08/94,0.250859585,0.373307665,-0.049418816,2.417634541,0.084918995
31/08/94,1.083293756,-0.209151029,-0.351526121,1.38180325,0.042556079
01/09/94,2.052500848,-1.308638355,-1.006370039,-0.445674682,0.021275776
02/09/94,-0.286806273,-0.29287299,-0.784490978,-0.609834594,0.021275776
05/09/94,1.090667775,-0.259582673,-0.585997275,-0.570507123,0.06384091
06/09/94,-0.277104855,-0.120916726,-0.10590969,0.142510056,0.021275776
07/09/94,-0.692488512,1.209953599,0.566005308,0.157692013,0.021275776
08/09/94,0.76871392,-0.096038722,0.70138724,0.179444433,0.021275776
12/09/94,1.422440637,1.666003754,-0.36659049,2.054664479,0.085130269
13/09/94,1.356528723,0.371524377,-0.247385655,-0.081300595,0.021275776
14/09/94,0.101127868,-0.943317022,-0.11929134,-0.176529348,0.021275776
15/09/94,-1.034227974,1.662477116,0.498088413,-0.326464139,0.021275776
16/09/94,0.522813403,-0.756325596,-0.218514929,0.349783981,0.021275776
19/09/94,0.047542666,0.885782013,-0.23995643,-0.988788465,0.066371576
20/09/94,0.430983251,-0.560462428,-0.285456383,-1.281489246,0.022118966
21/09/94,-0.036089915,-0.477132214,-0.200044577,-0.626007494,0.022118966
22/09/94,1.682747693,-0.788333889,0.523996619,-0.271693356,0.022118966
23/09/94,0.571393797,1.076128492,0.318409603,1.119030435,0.022118966
27/09/94,1.158678171,-0.237633934,-1.082230768,-0.857683822,0.095241537
28/09/94,0.160310251,-0.002628642,-0.568128308,-0.669983207,0.023801885
29/09/94,0.017981234,-0.004318572,-0.546420371,-0.779275329,0.023801885
30/09/94,-1.586150174,0.663977244,-0.514932298,-2.410239818,0.023801885
03/10/94,-1.619976562,1.818936766,-0.408191777,0.086451385,0.071422652
04/10/94,-0.843640927,2.144756581,-0.089120018,0.817114401,0.023801885
05/10/94,0.515932196,0.352098024,0.612947588,-0.165526202,0.023801885
06/10/94,0.012993049,-0.307294832,0.18429581,0.528834935,0.023801885
07/10/94,1.444663103,0.357545122,0.892401957,1.488367447,0.023801885
10/10/94,0.159749138,0.498311186,-0.618412614,-0.373745845,0.072368522
11/10/94,-0.171038164,0.378769554,0.498931522,0.049146443,0.024117024
12/10/94,-0.063948788,0.820503775,0.089340878,-0.536301933,0.024117024
14/10/94,2.091522613,0.43888268,0.449056827,0.797558752,0.048239864
17/10/94,1.114805152,0.486801218,0.150539904,-0.196300238,0.072368522
18/10/94,1.316022787,-0.268385012,-0.288223409,-0.191587114,0.024117024
19/10/94,0.98302299,0.225290607,0.397989994,-0.202390343,0.024117024
20/10/94,0.150810288,0.835865957,0.472156396,-0.175740206,0.024117024
21/10/94,0.440021321,-0.059866568,-0.936515968,0.335314964,0.024117024
24/10/94,0.797173635,0.06807571,0.191024846,0.101478536,0.067003605
25/10/94,0.116146078,-0.075834793,-0.180133997,0.104448161,0.022329549
26/10/94,-0.026509605,-0.171534155,-0.434058607,0.143300095,0.022329549
27/10/94,-0.205538801,1.081384736,-0.219405796,-0.542710607,0.022329549
28/10/94,-0.20493672,-0.073351806,0.141072983,-1.331811539,0.022329549
31/10/94,-0.956137879,0.875422837,-0.628906592,-0.521422469,0.065739065
03/11/94,0,0,0,-0.065739065,0.065739065
07/11/94,1.765105256,1.086612225,1.940200539,1.722426011,0.087556439
08/11/94,0.344280572,0.707580789,0.723001236,-0.156528021,0.021803042
09/11/94,1.164467474,-0.432374843,0.424101897,-1.065969387,0.021803042
10/11/94,0.127863151,-0.440488988,-0.394634761,-1.047055988,0.021803042
11/11/94,-0.199496288,-0.032652552,-1.352997784,-1.030142235,0.021803042
14/11/94,-0.893422802,1.51057994,-0.478171201,-1.231709084,0.065106829
15/11/94,-1.041953817,0.08413718,-0.787365186,-0.488437859,0.021697568
16/11/94,-0.30332949,-0.612631753,-0.021531479,0.848197445,0.021697568
17/11/94,0.229578777,0.080967352,0.18900947,0.882514444,0.021697568
21/11/94,1.419377058,1.160728216,0.906927723,0.48322221,0.089348153
22/11/94,1.209106304,-0.089739079,0.570102183,-0.226530876,0.022540222
23/11/94,0.521660278,-0.365810795,0.331026246,-0.751775563,0.022540222
24/11/94,-0.349868116,-1.299391366,-0.027547422,0.135678121,0.022540222
25/11/94,-0.099933564,1.330051283,-0.112947244,0.866490429,0.022540222
28/11/94,NA,NA,NA,0.333569278,0.068899073
29/11/94,-0.04268489,0.515645159,-0.081644871,0.765599652,0.022961085
30/11/94,0.03800741,0.754472505,-0.07749834,-0.221471643,0.022961085
01/12/94,0.224457772,0.138934949,-0.166717624,-0.678323485,0.022961085
02/12/94,0.511715547,1.045905471,0.280490832,-0.292125811,0.022961085
05/12/94,-0.07004953,-0.772651706,0.431091966,-0.7723047,0.070792477
06/12/94,-0.691392453,0.935553448,-0.505997963,-1.231795429,0.023591926
07/12/94,0.28041834,-0.789246471,-0.431900048,-2.147029743,0.023591926
08/12/94,-0.258512379,0.043309858,0.711881852,-1.255621565,0.023591926
09/12/94,0.919084515,-1.555781841,-1.218401473,0.054959202,0.023591926
12/12/94,-1.015152448,-0.292656263,-1.252306015,-2.219015371,0.073628255
13/12/94,-0.210891665,-1.463353628,-0.849276332,-1.469573287,0.024536731
14/12/94,-0.579196017,0.25873746,0.632826199,0.376769894,0.024536731
15/12/94,-0.037253226,0.012385179,-0.032605997,0.718128634,0.024536731
16/12/94,0.556787674,0.223420133,1.341125432,1.4987012,0.024536731
19/12/94,0.564127679,-0.269166481,0.042500581,0.201607037,0.076459606
20/12/94,-0.260700727,0.493946157,0.159358844,-0.498965566,0.025480042
21/12/94,-0.165619747,-0.642827715,0.080063305,0.090327109,0.025480042
22/12/94,0.159171907,0.316459124,0.02504936,-0.333836034,0.025480042
23/12/94,0.166391853,0.651163738,0.34257675,0.486372316,0.025480042
26/12/94,2.055864941,-1.649185726,-1.838180321,-1.21730417,0.077088481
27/12/94,0.302917149,1.087073419,-0.035725426,-0.48594729,0.02568956
28/12/94,0.511206358,1.460191377,0.258167853,-0.006442392,0.02568956
29/12/94,-0.545834265,-1.000124229,0.213419667,-0.209245955,0.02568956
30/12/94,2.993758917,-3.811399616,-3.335929556,0.738514116,0.02568956
02/01/95,0.569654689,-0.657216451,-1.093710529,-0.071797506,0.092492774
03/01/95,0.133762489,-0.112258921,0.115655288,-0.478355711,0.033387455
04/01/95,-0.524832832,0.208173557,0.819157375,-0.883321034,0.033387455
05/01/95,0.394750503,0.476822869,0.256889434,-0.885412383,0.033387455
06/01/95,1.475877283,-1.126058999,-0.478083701,-1.346744246,0.033387455
09/01/95,-0.671691876,0.249686297,0.0689939,-1.898062179,0.082109075
10/01/95,-0.482374236,-0.333475646,-1.019075489,-2.521402201,0.027362204
11/01/95,-2.13664675,-1.065754078,0.406840521,-1.795900099,0.027362204
12/01/95,1.13909447,0.160856552,-0.514745618,0.415756119,0.027362204
13/01/95,0.737542922,0.087582983,-0.962975736,0.352461396,0.027362204
16/01/95,0.485766205,0.199970178,-2.028530986,1.142571675,0.084614317
17/01/95,1.489573199,-0.367566752,0.545756655,0.473705033,0.028196821
18/01/95,-0.123158446,0.10242436,-0.079523789,0.450019511,0.028196821
19/01/95,1.086977693,-0.517569531,0.368229184,-0.06256932,0.028196821
20/01/95,1.384642645,0.268271122,0.049130263,-0.337186648,0.028196821
23/01/95,-0.063346735,-0.337009689,-0.262391749,-2.313848238,0.085240743
24/01/95,-1.046707256,0.576325335,0.683313659,-2.764351798,0.028405511
25/01/95,0.118383665,-0.92528264,0.389461093,0.59256509,0.028405511
27/01/95,0.687374639,-0.747095607,-1.024910109,0.41998393,0.056819091
30/01/95,-1.202430259,0.394556091,0.904317122,1.233330437,0.086491436
31/01/95,0.347802724,-0.428419832,0.739457172,0.782003837,0.028822171
01/02/95,-0.533761994,0.927037581,0.88328357,-0.021841064,0.028822171
02/02/95,-0.454748457,-0.388757269,-0.135510933,0.071534491,0.028822171
03/02/95,-0.646307104,0.556019441,0.902183078,0.565910959,0.028822171
06/02/95,1.080741615,-0.602491981,-0.350153533,-0.978074193,0.086491436
07/02/95,-0.466780584,0.410261098,-0.012712595,-0.900619749,0.028822171
08/02/95,-0.00389163,-0.890304956,0.05953963,-1.094676637,0.028822171
09/02/95,-0.435530102,0.281277218,-0.101020204,-0.643230483,0.028822171
10/02/95,0.138194456,0.399683785,0.881172026,-0.383386133,0.028822171
13/02/95,-0.425659645,0.353503192,-0.746790788,-0.701221603,0.087429143
14/02/95,0.209157482,-1.263771314,0.129305531,-0.505961787,0.029134559
15/02/95,-1.161415652,0.678758462,0.504718523,-0.613866043,0.029134559
16/02/95,0.153059241,1.307389049,0.576724821,-1.800747858,0.029134559
17/02/95,0.048054349,-1.341930324,-0.554466157,-1.271319339,0.029134559
20/02/95,-0.217454232,0.491613899,-1.271153571,-1.300833663,0.088678755
21/02/95,0.379885917,-0.360331051,0.904706235,-2.064798818,0.029550852
22/02/95,-0.992258509,1.207015486,0.864598272,-1.730287951,0.029550852
23/02/95,-1.585433193,0.749067754,1.153191334,3.093207868,0.029550852
24/02/95,-1.082777572,2.440662298,0.661626782,3.277684195,0.029550852
28/02/95,1.143776961,-1.039675896,0.440097275,-0.673477434,0.119088193
01/03/95,-0.761368308,0.769835668,0.544998155,1.203033924,0.029758762
02/03/95,-0.236980676,-0.375004076,-0.226505527,1.573576594,0.029758762
03/03/95,-0.121737553,1.090129455,1.210540092,0.662093522,0.029758762
06/03/95,0.279274736,0.138403017,-0.165717616,0.157417996,0.089614857
07/03/95,-0.348966233,0.487222435,-0.037669328,-0.404334189,0.030070578
08/03/95,-0.560423098,0.399655181,-0.212146211,-0.725061353,0.030070578
09/03/95,-0.485501129,0.835289758,1.031857077,-0.282549178,0.030070578
10/03/95,-0.246847467,0.168445923,-1.92910785,1.577391061,0.030070578
13/03/95,0.471729175,-0.19723166,-0.082944606,-2.349093512,0.091174549
14/03/95,-0.213019003,-0.376226234,-0.60891233,0.441713818,0.030382285
15/03/95,1.63950169,-2.054003457,-2.318948945,1.09051478,0.030382285
16/03/95,2.404793996,-1.730503494,-0.92078161,-2.547658084,0.030382285
20/03/95,-0.018222191,-1.285288518,-1.70190198,-1.984732775,0.12220842
21/03/95,-0.050315277,-0.201705601,0.483926883,-2.26136155,0.030590056
22/03/95,0.695265404,1.70272689,0.251144122,0.892407322,0.030590056
23/03/95,0.479075952,-0.152649311,0.451305726,-1.792283669,0.030590056
24/03/95,-0.577345601,0.82309754,0.868471118,-0.410477865,0.030590056
27/03/95,-1.750808803,1.533845922,0.673662544,-0.095224923,0.092421471
28/03/95,0.545416551,0.046188197,0.057093695,0.403933595,0.030797671
29/03/95,0.037978744,0.255465514,0.404545756,-0.694429765,0.030797671
30/03/95,0.651414527,-1.339696351,-0.615393798,-0.097016657,0.030797671
31/03/95,-0.574432286,1.025383735,0.207998289,-0.151199993,0.030797671
03/04/95,-0.815331511,-0.20428492,1.166951584,0.443110624,0.092421471
04/04/95,-0.922759967,-0.893936462,-0.547452978,0.994549425,0.031005373
05/04/95,-1.20803079,0.815090152,0.99020446,0.980803114,0.031005373
06/04/95,-0.9737381,0.949613054,1.001249479,0.762547674,0.031005373
07/04/95,-0.022993652,0.324447533,0.252703581,0.263252486,0.031005373
10/04/95,0.424473768,-1.015885617,-0.463130964,-0.537695833,0.093044963
11/04/95,-1.26819853,-1.401272706,-0.070563608,-0.841972246,0.031005373
12/04/95,0.781248965,0.719368614,-0.332131658,0.222340064,0.031005373
17/04/95,-0.909408598,-0.132601722,0.187981591,-0.328711108,0.155226828
18/04/95,-2.231097982,1.6404986,1.31013736,-1.501304807,0.031109043
19/04/95,-0.472824198,-0.617364033,-0.313630176,-1.371252616,0.031109043
20/04/95,-0.540670388,-0.313502528,0.110756896,-1.037152834,0.031109043
21/04/95,-0.655393446,0.395542855,-0.272563723,-0.188569012,0.031109043
24/04/95,0.250510263,-1.353239091,-1.183507372,-1.47245591,0.092421471
25/04/95,-0.140901167,-0.549706802,-0.880772957,-1.591175406,0.030797671
26/04/95,-0.885905947,0.352500216,0.595091607,-1.014768055,0.030797671
27/04/95,0.596860446,-0.975447187,-0.534902403,-1.766652094,0.030797671
28/04/95,0.140195692,0.025951911,0.020421231,-2.07102682,0.030797671
02/05/95,-0.057467317,-0.040491481,0.399317484,-3.533196742,0.118255812
03/05/95,-1.689464821,-1.57196014,-0.496132805,0.111716365,0.029550852
04/05/95,1.545981318,0.523518543,-0.131012961,1.714026261,0.029550852
05/05/95,-0.800723816,-0.135252583,-0.799585559,2.844946919,0.029550852
08/05/95,0.250355043,-0.695402856,-0.342484047,0.16572665,0.092732908
09/05/95,-0.029128698,-0.271738658,-0.174187818,0.343587685,0.030901419
10/05/95,-0.366029076,0.078757471,0.273720324,-0.22568494,0.030901419
